ID,Image,SpecID,Skull,Order_05,Suborder_05,Family_05,Genus_05,Subgenus_05,Species_05,Subspecies_05,Binomial_05,Trinomial_05
187,'SI_121215_cr_dr_1A_16_04_2013.TIF',SI_121215,Y,Soricomorpha,,Talpidae,Talpa,,caeca,caeca,Talpa_caeca,Talpca_caeca_caeca
188,'SI_131009_cr_dr_1A_09_04_2013.TIF',SI_131009,Y,Soricomorpha,,Soricidae,Sorex,Otisorex,cinereus,cinereus,Sorex_cinereus,Sorex_cinereus_cinereus
189,'SI_131010_cr_dr_1A_09_04_2013.TIF',SI_131010,Y,Soricomorpha,,Soricidae,Sorex,Otisorex,cinereus,cinereus,Sorex_cinereus,Sorex_cinereus_cinereus
190,'SI_131016_cr_dr_1A_09_04_2013.TIF',SI_131016,Y,Soricomorpha,,Soricidae,Sorex,Otisorex,cinereus,cinereus,Sorex_cinereus,Sorex_cinereus_cinereus
191,'SI_135614_cr_dr_1A_19_04_2013.TIF',SI_135614,Y,Soricomorpha,,Soricidae,Blarina,,brevicauda,talpoides,Blarina_brevicauda,Blarina_brevicauda_talpoides
192,'SI_135621_cr_dr_1A_19_04_2013.TIF',SI_135621,Y,Soricomorpha,,Soricidae,Blarina,,brevicauda,talpoides,Blarina_brevicauda,Blarina_brevicauda_talpoides
193,'SI_152328_cr_dr_1A_18_04_2013.TIF',SI_152328,Y,Soricomorpha,,Talpidae,Talpa,,europaea,europaea,Talpa_europaea,Talpa_europaea_europaea
194,'SI_152330_cr_dr_1A_18_04_2013.TIF',SI_152330,Y,Soricomorpha,,Talpidae,Talpa,,europaea,europaea,Talpa_europaea,Talpa_europaea_europaea
195,'SI_152369_cr_dr_1A_18_04_2013.TIF',SI_152369,Y,Soricomorpha,,Talpidae,Talpa,,europaea,europaea,Talpa_europaea,Talpa_europaea_europaea
196,'SI_152522_cr-dr_1A_09_04_2013.TIF',SI_152522,Y,Soricomorpha,,Talpidae,Galemys,,pyrenaicus,,Galemys_pyrenaicus,
197,'SI_154988_cr_dr_1A_03_04_2013.TIF',SI_154988,Y,Afrosoricida,Tenrecomorpha,Tenrecidae,Microgale,,dobsoni,,Microgale_dobsoni,
198,'SI_154989_cr_dr_1A_26_03_2013.TIF',SI_154989,Y,Afrosoricida,Tenrecomorpha,Tenrecidae,Oryzorictes,,tetradactylus,,Oryzorictes_tetradactylus,
199,'SI_168479_cr_dr_1A_11_04_2013.TIF',SI_168479,Y,Soricomorpha,,Talpidae,Scalopus,,aquaticus,aereus,Scalopus_aquaticus,Scalopus_aquaticus_aereus
200,'SI_169228_cr_dr_1A_11_04_2013.TIF',SI_169228,Y,Soricomorpha,,Talpidae,Scalopus,,aquaticus,aereus,Scalopus_aquaticus,Scalopus_aquaticus_aereus
201,'SI_170587_cr_dr_1A_11_04_2013.TIF',SI_170587,Y,Soricomorpha,,Talpidae,Scalopus,,aquaticus,aereus,Scalopus_aquaticus,Scalopus_aquaticus_aereus
202,'SI_182583_cr_dr_1A_16_04_2013.TIF',SI_182583,Y,Soricomorpha,,Soricidae,Surdisorex,,norae,,Surdisorex_norae,
203,'SI_186672_cr_dr_1A_09_04_2013.TIF',SI_186672,Y,Soricomorpha,,Talpidae,Galemys,,pyrenaicus,pyrenaicus,Galemys_pyrenaicus,Galemys_pyrenaicus_pyrenaicus
204,'SI_221420_cr_dr_1A_28_03_2013.TIF',SI_221420,Y,Afrosoricida,Chrysochloridea,Chrysochloridae,Chlorotalpa,,duthieae,,Chlorotalpa_duthieae,
205,'SI_254812_cr_dr_1A_16_04_2013.TIF',SI_254812,Y,Soricomorpha,,Soricidae,Nectogale,,elegans,,Nectogale_elegans,
206,'SI_259351_cr_dr_1A_16_04_2013.TIF',SI_259351,Y,Soricomorpha,,Soricidae,Anourosorex,,squamipes,,Anourosorex_squamipes,
207,'SI_259356_cr_dr_1A_16_04_2013.TIF',SI_259356,Y,Soricomorpha,,Soricidae,Anourosorex,,squamipes,,Anourosorex_squamipes,
208,'SI_260640_cr_dr_1A_28_03_2013.TIF',SI_260640,Y,Erinaceomorpha,,Erinaceidae,Hylomys,,suillus,,Hylomys_suillus,
209,'SI_261041_cr_dr_1A_16_04_2013.TIF',SI_261041,Y,Soricomorpha,,Soricidae,Anourosorex,,yamashinai,,Anourosorex_yamashinai,
210,'SI_261090_cr_dr_1A_11_04_2013.TIF',SI_261090,Y,Soricomorpha,,Talpidae,Euroscaptor,,klossi,,Euroscaptor_klossi,
211,'SI_266897_cr_dr_1A_05_04_2013.TIF',SI_266897,Y,Afrosoricida,Tenrecomorpha,Tenrecidae,Potamogale,,velox,,Potamogale_velox,
212,'SI_267653_cr_dr_1A_28_03_2013.TIF',SI_267653,Y,Erinaceomorpha,,Erinaceidae,Atelerix,,frontalis,,Atelerix_frontalis,
213,'SI_270539_cr_dr_1A_08_04_2013.TIF',SI_270539,Y,Erinaceomorpha,,Erinaceidae,Mesechinus,,dauuricus,,Mesechinus_dauuricus,
214,'SI_270540_cr_dr_1A_08_04_2013.TIF',SI_270540,Y,Erinaceomorpha,,Erinaceidae,Mesechinus,,dauuricus,,Mesechinus_dauuricus,
215,'SI_270541_cr_dr_1A_05_04_2013.TIF',SI_270541,Y,Erinaceomorpha,,Erinaceidae,Erinaceus,,amurensis,,Erinaceus_amurensis,
216,'SI_270542_cr_dr_1A_05_04_2013.TIF',SI_270542,Y,Erinaceomorpha,,Erinaceidae,Erinaceus,,amurensis,,Erinaceus_amurensis,
217,'SI_290520_cr_dr_1A_01_04_2013.TIF',SI_290520,Y,Soricomorpha,,Solenodontidae,Solenodon,,paradoxus,,Solenodon_paradoxus,
218,'SI_291735_cr_dr_1A_18_04_2013.TIF',SI_291735,Y,Soricomorpha,,Talpidae,Urotrichus,,talpoides,,Urotrichus_talpoides,
219,'SI_294497_cr_dr_1A_01_04_2013.TIF',SI_294497,Y,Afrosoricida,,Tenrecidae,Setifer,,setosus,,Setifer_setosus,
220,'SI_294504_cr_dr_1A_29_03_2013.TIF',SI_294504,Y,Afrosoricida,,Tenrecidae,Hemicentetes,,semispinosus,,Hemicentetes_semispinosus,
221,'SI_294507_cr_dr_1A_29_03_2013.TIF',SI_294507,Y,Afrosoricida,,Tenrecidae,Hemicentetes,,nigriceps,,Hemicentetes_nigriceps,
222,'SI_294508_cr_dr_1A_29_03_2013.TIF',SI_294508,Y,Afrosoricida,,Tenrecidae,Hemicentetes,,nigriceps,,Hemicentetes_nigriceps,
223,'SI_294510_cr_dr_1A_29_03_2013.TIF',SI_294510,Y,Afrosoricida,,Tenrecidae,Hemicentetes,,nigriceps,,Hemicentetes_nigriceps,
224,'SI_294511_cr_dr_1A_29_03_2013.TIF',SI_294511,Y,Afrosoricida,,Tenrecidae,Hemicentetes,,nigriceps,,Hemicentetes_nigriceps,
225,'SI_294520_cr_dr_1A_03_04_2013.TIF',SI_294520,Y,Afrosoricida,,Tenrecidae,Microgale,,dobsoni,,Microgale_dobsoni,
226,'SI_299278_cr_dr_1A_18_04_2013.TIF',SI_299278,Y,Soricomorpha,,Talpidae,Urotrichus,,talpoides,hondoensis,Urotrichus_talpoides,Urotrichus_talpoides_hondoensis
227,'SI_300009_cr_dr_1A_28_03_2013.TIF',SI_300009,Y,Erinaceomorpha,,Erinaceidae,Hylomys,,suillus,,Hylomys_suillus,
228,'SI_300010_cr_dr_1A_28_03_2013.TIF',SI_300010,Y,Erinaceomorpha,,Erinaceidae,Hylomys,,suillus,,Hylomys_suillus,
229,'SI_300634_cr_dr_1A_01_04_2013.TIF',SI_300634,Y,Soricomorpha,,Solenodontidae,Solenodon,,cubanus,,Solenodon_cubanus,
230,'SI_307652_cr_dr_1A_28_03_2013.TIF',SI_307652,Y,Erinaceomorpha,,Erinaceidae,Hylomys,,suillus,,Hylomys_suillus,
231,'SI_320499_cr_dr_1A_28_03_2013.TIF',SI_320499,Y,Erinaceomorpha,,Erinaceidae,Hylomys,,suillus,,Hylomys_suillus,
232,'SI_320531_cr_dr_1A_11_04_2013.TIF',SI_320531,Y,Soricomorpha,,Talpidae,Euroscaptor,,klossi,,Euroscaptor_klossi,
233,'SI_320532_cr_dr_1A_11_04_2013.TIF',SI_320532,Y,Soricomorpha,,Talpidae,Euroscaptor,,klossi,,Euroscaptor_klossi,
234,'SI_326693_cr_dr_1A_19_04_2013.TIF',SI_326693,Y,Erinaceomorpha,,Erinaceidae,Hemiechinus,,auritus,,Hemiechinus_auritus,
